0|-0.16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
0|-1.46|-0.2|-0.12|0.62|0|0.5|0|0|0|0|0|0|0|0|0|0|0|
0|-1.46|-0.2|-0.06|0.62|0|1.88|0|0|0|0|0|0|0|0|0|0|0|
0|-0.88|0.34|-0.06|0.1|0|0.3|0|0|0|0|0|0|0|0|0|0|0|
0|0.32|-0.2|-0.06|0.1|0|-0.6|0|0|0|0|0|0|0|0|0|0|0|
0|0.32|-0.2|-0.06|0.1|0|-0.6|0|-0.62|0.32|0|0|0|0|0|0|0|0|
0|0.32|-0.2|-0.06|0.1|0.52|-0.6|0|-1.38|0.18|0|0|0|0|0|0|0|0|
0|0.32|-0.2|-0.06|0.1|0.52|-0.6|0|-0.48|0.66|0|0|0|0|0|0|0|0|
0|0.32|-0.2|-0.06|0.1|0.7|-0.6|0|-0.18|0.1|0|-1.52|0.44|0|0|0|0|0|
0|0.32|-0.2|-0.06|0.1|0.7|-0.6|0|-0.18|0.1|0|-0.24|0.38|0|0|0|0|0|
